,Historical population data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Measure: Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time horizon: Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Combined unit of measure: Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time period,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,"8,960,547","8,958,171","8,971,359","8,981,446","8,876,972","8,718,289","8,632,367","8,540,164","8,472,313","8,443,591","8,406,067","8,362,826","8,312,068","8,256,786","8,210,624","8,170,172","8,009,142","7,837,161","7,775,327","7,716,860","7,658,972","7,601,022","7,545,338","7,492,561","7,444,443","7,395,599","7,348,328","7,305,888","7,265,115","7,223,938","7,177,991","7,127,822","7,075,947","7,025,037","6,975,761","6,934,015","6,877,743","6,643,324",
,Reference area: China (People’s Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1,060,239,981","1,077,770,523","1,096,851,843","1,115,889,802","1,134,414,725","1,153,704,253","1,170,626,171","1,183,813,388","1,195,855,556","1,207,286,676","1,218,144,424","1,228,298,839","1,237,801,448","1,246,836,105","1,255,433,238","1,264,099,070","1,272,739,581","1,280,926,119","1,288,873,367","1,296,816,710","1,304,887,560","1,313,086,568","1,321,513,225","1,330,167,153","1,339,125,594","1,348,191,369","1,357,095,477","1,366,560,818","1,376,100,306","1,385,189,667","1,393,715,447","1,401,889,680","1,410,275,957","1,417,069,468","1,421,864,034","1,424,929,783","1,425,893,465","1,425,887,335",
,Reference area: Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"4,803,323","4,828,683","4,849,963","4,865,829","4,874,182","4,873,705","4,844,522","4,798,318","4,792,402","4,819,427","4,807,101","4,758,633","4,711,372","4,659,932","4,605,331","4,548,433","4,299,642","4,302,174","4,303,399","4,304,600","4,310,145","4,311,159","4,310,217","4,309,705","4,305,181","4,295,427","4,280,622","4,267,558","4,255,689","4,238,389","4,203,604","4,174,349","4,124,531","4,087,843","4,065,253","4,047,680","3,878,981","3,854,000",
,Reference area: Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"541,502","547,747","553,736","559,639","567,674","579,898","595,105","611,151","626,087","639,170","650,860","661,326","670,764","679,042","686,675","694,020","701,537","709,631","718,305","727,977","738,541","750,964","767,128","786,630","808,038","829,444","850,882","863,945","861,938","852,511","847,662","851,559","859,520","870,071","881,949","892,006","900,357","908,945",
,Reference area: India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"780,242,084","797,878,993","815,716,126","833,729,679","852,012,674","870,452,166","888,941,757","907,574,050","926,351,296","945,261,958","964,279,130","983,281,215","1,002,335,230","1,021,434,576","1,040,500,052","1,059,633,677","1,078,970,908","1,098,313,040","1,117,415,124","1,136,264,580","1,154,638,709","1,172,373,786","1,189,691,811","1,206,734,805","1,223,640,159","1,240,613,620","1,257,621,190","1,274,487,217","1,291,132,067","1,307,246,512","1,322,866,502","1,338,636,340","1,354,195,678","1,369,003,306","1,383,112,051","1,396,387,126","1,407,563,842","1,417,173,174",
,Reference area: Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"164,982,452","168,374,287","171,702,756","174,975,953","178,209,147","181,413,398","184,591,897","187,739,786","190,851,184","193,917,458","196,934,257","199,901,231","202,826,444","205,724,597","208,615,171","211,513,822","214,427,419","217,357,790","220,309,473","223,285,666","226,289,468","229,318,262","232,374,239","235,469,755","238,620,554","241,834,226","245,115,988","248,451,714","251,805,314","255,128,076","255,587,900","258,496,500","261,355,500","264,161,600","266,911,900","269,603,400","272,248,500","274,859,100",
,Reference area: Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"336,452","342,121","344,485","347,325","350,722","354,170","357,727","361,260","364,704","367,941","370,433","372,687","375,236","377,516","379,360","385,808","393,028","395,969","398,582","401,263","403,825","405,311","406,725","409,377","412,474","414,509","416,264","420,033","425,968","434,557","445,056","455,356","468,005","484,634","504,059","515,330","518,538","523,281",
,Reference area: Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"22,732,997","22,836,836","22,949,427","23,057,660","23,161,460","23,201,832","23,001,160","22,794,284","22,763,283","22,730,216","22,684,268","22,619,005","22,553,982","22,507,354","22,472,043","22,442,973","22,131,974","21,675,775","21,574,365","21,451,845","21,319,673","21,193,749","20,882,980","20,537,848","20,367,437","20,246,798","20,147,657","20,060,182","19,988,694","19,916,451","19,822,250","19,706,424","19,592,933","19,483,840","19,375,835","19,269,469","19,124,061","18,982,743",
,Reference area: Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"142,957,289","143,995,348","145,032,886","146,013,482","146,863,927","147,969,413","148,394,220","148,538,190","148,458,780","148,407,906","148,375,796","148,160,121","147,915,371","147,670,787","147,214,777","146,596,873","145,976,465","145,306,489","144,565,937","143,821,218","143,113,885","142,487,259","142,114,903","141,956,413","141,909,248","142,389,969","142,960,911","143,201,721","143,506,995","143,819,657","146,406,004","146,674,542","146,842,404","146,830,572","146,764,661","146,459,803","145,864,296","145,245,776",
,Reference area: Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"13,118,998","13,794,167","14,445,663","15,070,082","15,666,289","16,233,786","16,772,695","17,282,686","17,763,297","18,214,475","18,638,790","19,033,843","19,407,138","19,783,301","20,194,531","20,663,840","21,202,646","21,805,322","22,456,645","23,132,686","23,816,175","24,498,313","25,184,589","25,888,535","26,630,303","27,410,508","28,173,195","28,896,840","29,613,064","30,339,795","31,062,069","31,787,580","32,612,641","33,413,660","34,218,169","35,013,414","34,110,821","32,175,224",
,Reference area: Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"2,482,615","2,518,598","2,553,864","2,598,458","2,647,627","2,735,868","2,794,704","2,849,754","2,904,547","2,959,350","3,013,515","3,068,132","3,123,403","3,180,018","3,229,681","3,273,363","3,325,902","3,382,944","3,366,891","3,413,266","3,467,814","3,525,894","3,583,082","3,642,659","3,733,876","3,771,721","3,789,251","3,818,205","3,844,751","3,870,739","3,902,690","3,933,559","3,965,796","3,994,283","4,026,209","4,044,210","3,986,842","4,073,239",
,Reference area: South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"33,752,966","34,877,831","36,119,334","37,393,854","38,668,683","39,877,571","40,910,960","41,760,754","42,525,439","43,267,984","43,986,086","44,661,605","45,285,047","45,852,167","46,364,679","46,813,268","47,229,716","46,330,165","46,776,083","47,276,543","47,810,182","48,367,901","48,973,857","49,628,089","50,337,363","51,095,503","51,888,897","52,699,253","53,524,385","54,369,436","55,203,738","56,020,148","56,840,036","57,673,251","58,532,857","59,352,940","59,964,917","60,604,992",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,© Terms & conditions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historical population data
