IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",435.83811007705526
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",441.37010803211365
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",446.6665425014883
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",452.02099294024265
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",457.3059239402796
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",462.35156986267276
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",467.18518224533244
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",471.75515036038735
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",475.6520424190852
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",479.42553704943174
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",483.6790100868091
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",488.00641432266355
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",327.47320897819674
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",328.7738320807592
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",330.0843563573445
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",331.2951351293973
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",332.4811065643377
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",333.5049386450969
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",334.30806424219264
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",335.07931819629323
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",335.83100067936226
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",336.50076428252976
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",337.101110863427
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",337.7177356007048
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338.3133717597605
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338.80870512493897
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.19223297879114
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.45112439759674
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.6738198734688
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.91381122221514
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",340.0950841772286
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",340.1918919707874
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",340.17279950321637
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.937032938454
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",339.49081003333123
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338.94774616266477
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338.3186965267605
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",337.75946463070295
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",337.45183693183026
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",337.1990372163132
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",336.79763629705116
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",336.22970803345856
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",335.18179043797636
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",333.52264717746215
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",331.71342058892213
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",330.05049174150264
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",392,"Japan","JP","JPN",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",328.4107195932319
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",445.5234528971226
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",449.13889815348233
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",451.30726782086657
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",453.67255389466663
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",456.1296958855098
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",458.5309268973045
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",461.26254004831065
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",464.32326187805097
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",467.24758194111763
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",469.9714279938955
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",472.66265425548045
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",475.46029532154876
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",478.044131469634
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",480.2175040174646
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",482.06619467774374
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",483.628392104545
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",485.1936721142476
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",486.9280141091335
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",488.73081471150056
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",490.65306792799896
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",492.9033130186067
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",496.5247010905269
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",501.2944776285336
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",506.0607066694966
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",510.7896010834521
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",515.2856846871431
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",518.458496305954
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",520.3629412894293
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",521.9256945918357
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",523.2087767704638
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",524.1248142870137
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",524.0228970215175
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",523.3569984738688
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",523.015665585236
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",410,"Republic of Korea","KR","KOR",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",522.7008479629686
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",42.27140719296383
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",43.09335648167052
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",43.917262643626536
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44.73849533086164
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",45.55788981282615
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",46.376188466187024
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.18785089993712
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.98841545327595
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",48.78159630633794
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",49.56784771504169
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",50.33847272014569
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",51.09057122936964
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",51.830408401590816
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",52.560224892407696
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",53.28275491413032
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",54.00618196369219
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",54.74226106138682
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",55.51842339509853
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",56.33502649996325
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",57.164647354495195
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",57.99362561554229
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",58.820273645806964
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.62400293377868
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",60.40254883506325
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",61.13787585849265
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",61.795293908683334
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",62.3970781136436
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",62.98337806137865
54,"Population density","Population density (persons per square km)","World Population Prospects",2024,"United Nations Population Division",484,"Mexico","MX","MEX",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",63.582410700432
