STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,CATEGORY,Category of environmentally related tax revenue,DOMAIN,Domain of environmentally related tax revenue,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,PRICE_BASE,Price base,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Reference year price,CURRENCY,Currency
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,CZE,Czechia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2018,,5858.92315266415,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,CZE,Czechia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2017,,5239.32717590398,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,CZE,Czechia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,2007.14438201647,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,DEU,Germany,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2000,,45385.8890937317,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2019,,66064.6247753923,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2018,,65962.4953086506,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,FIN,Finland,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2017,,7560.95204969372,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,FIN,Finland,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,4037.89476145225,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2012,,63691.9549041943,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2011,,63533.7229995603,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2010,,60122.4692817057,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2009,,56770.4010071299,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2008,,65020.6084660323,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2005,,57371.1192399621,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2004,,57627.5210239017,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2003,,49541.8567903013,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,43763.4809057307,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2001,,40802.9884655353,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,POL,Poland,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2001,,3896.77305410696,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,CRI,Costa Rica,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2005,,,,,,O,Missing value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2013,,967.28997554603,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2012,,836.511265847741,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2011,,831.346753686538,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2010,,807.359060256839,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2009,,922.658916566356,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2008,,801.974710866255,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2007,,674.244222183957,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2006,,486.851479253911,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2005,,431.738385088376,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2004,,349.40943705605,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2003,,291.144538390598,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2022,,986.783706020844,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2021,,1175.29400865518,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2020,,1136.43540806885,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2019,,1158.93075332208,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2018,,1238.34907922599,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2017,,1125.18331085969,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,222.677167352826,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,LVA,Latvia,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2001,,187.10317613522,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1997,,39774.9949977206,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2007,,69425.6564006487,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2006,,59094.3284163901,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2016,,62937.9673097304,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2017,,61829.371832067,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2000,,44320.814716255,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,GBR,United Kingdom,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1999,,46709.2831460943,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1998,,5100.53093306259,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1997,,5537.93007670151,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2016,,8703.92896670064,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2015,,8868.98793125551,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2014,,11320.0201762257,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2013,,11911.3797446809,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2012,,11617.0173907242,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2011,,12119.4936102319,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2010,,11115.3446844895,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2009,,9923.45675775483,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2008,,11752.6598526861,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2007,,11175.4895414855,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2006,,9670.26046962713,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2005,,8747.22530057579,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2004,,7920.97972751628,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2003,,6854.73351889453,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2022,,8426.21084088825,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2021,,9512.45617561285,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2020,,7179.50250419899,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2019,,8284.93163861076,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2018,,9349.73290541802,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2017,,8958.89598062875,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,5947.0584388956,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,NOR,Norway,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2001,,5147.99590387926,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1998,,92948.883,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,1997,,89243.515,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2015,,137499.9904,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2014,,132368.0826,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2013,,128914.7811,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2012,,128457.4546,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2011,,125602.4959,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2010,,120504.698,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2009,,116872.719,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2008,,118734.95,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2007,,120732.816,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2006,,117962.928,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2005,,114582.813,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2004,,108530.859,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2003,,104086.968,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2002,,101989.14,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2021,,151882.879,,,,A,Normal value,,,2,Two,6,Millions,,,,
DATAFLOW,OECD.ENV.EPI:DSD_ERTR@DF_ERTR(1.0),Environmentally related tax revenue,I,A,Annual,USA,United States,TAXREV,Tax revenue,_T,All tax bases,_T,Total environment,USD,US dollar,_Z,Not applicable,2020,,137830.733,,,,A,Normal value,,,2,Two,6,Millions,,,,
